scf_id	seq_type	start	end	strand	locus_tag	product
NODE_1_length_190549_cov_28.361801	CDS	70904	71962	-	F6HG2_00063	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	71922	73382	-	F6HG2_00064	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	73497	73787	+	F6HG2_00065	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	74100	74996	-	F6HG2_00066	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	75081	75509	-	F6HG2_00067	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	75518	76417	-	F6HG2_00068	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	76693	77637	-	F6HG2_00069	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	77737	78264	+	F6HG2_00070	Albonoursin synthase
NODE_1_length_190549_cov_28.361801	CDS	78278	79048	+	F6HG2_00071	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	79045	79584	+	F6HG2_00072	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NODE_1_length_190549_cov_28.361801	CDS	79592	80581	+	F6HG2_00073	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	80583	81155	+	F6HG2_00074	Septum formation protein Maf
NODE_1_length_190549_cov_28.361801	CDS	81266	81655	-	F6HG2_00075	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	81886	82263	-	F6HG2_00076	2-iminobutanoate/2-iminopropanoate deaminase
NODE_1_length_190549_cov_28.361801	CDS	82505	84667	-	F6HG2_00077	Beta-barrel assembly-enhancing protease
NODE_1_length_190549_cov_28.361801	CDS	84671	85369	-	F6HG2_00078	CRP-like cAMP-activated global transcriptional regulator
NODE_1_length_190549_cov_28.361801	CDS	85489	87450	-	F6HG2_00079	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	87478	89034	-	F6HG2_00080	Replicative DNA helicase
NODE_1_length_190549_cov_28.361801	CDS	89202	90014	+	F6HG2_00081	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NODE_1_length_190549_cov_28.361801	CDS	90401	92428	-	F6HG2_00082	Neutral endopeptidase
NODE_1_length_190549_cov_28.361801	CDS	92903	93097	-	F6HG2_00083	Integration host factor subunit alpha
NODE_1_length_190549_cov_28.361801	CDS	93199	93612	-	F6HG2_00084	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
NODE_1_length_190549_cov_28.361801	CDS	93770	94672	-	F6HG2_00085	Ferrous-iron efflux pump FieF
NODE_1_length_190549_cov_28.361801	CDS	94886	95050	-	F6HG2_00086	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	95351	97294	-	F6HG2_00087	Threonine--tRNA ligase
NODE_1_length_190549_cov_28.361801	CDS	97537	100179	-	F6HG2_00088	Fe(2+) transporter FeoB
NODE_1_length_190549_cov_28.361801	CDS	100506	101630	+	F6HG2_00089	Queuine tRNA-ribosyltransferase
NODE_1_length_190549_cov_28.361801	CDS	101765	102838	+	F6HG2_00090	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	102855	106139	+	F6HG2_00091	Transcription-repair-coupling factor
NODE_1_length_190549_cov_28.361801	CDS	106213	106908	+	F6HG2_00092	putative protein
NODE_1_length_190549_cov_28.361801	CDS	106918	107580	+	F6HG2_00093	Aminopyrimidine aminohydrolase
NODE_1_length_190549_cov_28.361801	CDS	107570	108376	+	F6HG2_00094	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
NODE_1_length_190549_cov_28.361801	CDS	108550	108726	-	F6HG2_00095	50S ribosomal protein L32
NODE_1_length_190549_cov_28.361801	CDS	108742	109308	-	F6HG2_00096	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	109364	110497	-	F6HG2_00097	Sporulation kinase D
NODE_1_length_190549_cov_28.361801	CDS	110711	111745	+	F6HG2_00098	Multidrug resistance protein MdtA
NODE_1_length_190549_cov_28.361801	CDS	112004	113437	-	F6HG2_00099	Teichuronic acid biosynthesis protein TuaB
NODE_1_length_190549_cov_28.361801	CDS	113445	114473	-	F6HG2_00100	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	114470	115288	-	F6HG2_00101	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	115301	116095	-	F6HG2_00102	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	116106	116843	-	F6HG2_00103	3-oxoacyl-[acyl-carrier-protein] reductase FabG
NODE_1_length_190549_cov_28.361801	CDS	116836	117552	-	F6HG2_00104	Bifunctional protein GlmU
NODE_1_length_190549_cov_28.361801	CDS	117588	118121	-	F6HG2_00105	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	118118	119194	-	F6HG2_00106	Long-chain-alcohol dehydrogenase 1
NODE_1_length_190549_cov_28.361801	CDS	119198	120316	-	F6HG2_00107	3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase
NODE_1_length_190549_cov_28.361801	CDS	120333	121637	-	F6HG2_00108	Phosphonopyruvate hydrolase
NODE_1_length_190549_cov_28.361801	CDS	121651	123663	-	F6HG2_00109	Transketolase
NODE_1_length_190549_cov_28.361801	CDS	123687	124178	-	F6HG2_00110	Ribosomal RNA large subunit methyltransferase H
NODE_1_length_190549_cov_28.361801	CDS	124261	124698	+	F6HG2_00111	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	124695	125537	+	F6HG2_00112	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
NODE_1_length_190549_cov_28.361801	CDS	125600	126739	+	F6HG2_00113	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	126847	127827	+	F6HG2_00114	Hemin transport system permease protein HmuU
NODE_1_length_190549_cov_28.361801	CDS	127827	128819	+	F6HG2_00115	putative siderophore transport system ATP-binding protein YusV
NODE_1_length_190549_cov_28.361801	CDS	128773	130134	+	F6HG2_00116	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	130256	131875	+	F6HG2_00117	putative ABC transporter ATP-binding protein YbiT
NODE_1_length_190549_cov_28.361801	CDS	131976	133688	-	F6HG2_00118	Transcription termination factor Rho
NODE_1_length_190549_cov_28.361801	CDS	133947	135134	+	F6HG2_00119	Poly-beta-1%2C6-N-acetyl-D-glucosamine synthase
NODE_1_length_190549_cov_28.361801	CDS	135280	136806	+	F6HG2_00120	putative protein/MSMEI_2664
NODE_1_length_190549_cov_28.361801	CDS	136879	137700	+	F6HG2_00121	3-methyl-2-oxobutanoate hydroxymethyltransferase
NODE_1_length_190549_cov_28.361801	CDS	137715	138770	+	F6HG2_00122	dTDP-glucose 4%2C6-dehydratase
NODE_1_length_190549_cov_28.361801	CDS	139154	140224	+	F6HG2_00123	Extracellular ribonuclease
NODE_1_length_190549_cov_28.361801	CDS	140257	142329	+	F6HG2_00124	Extracellular ribonuclease
NODE_1_length_190549_cov_28.361801	CDS	142358	144439	+	F6HG2_00125	Extracellular ribonuclease
NODE_1_length_190549_cov_28.361801	CDS	144528	147347	+	F6HG2_00126	Extracellular ribonuclease
NODE_1_length_190549_cov_28.361801	CDS	147439	148605	+	F6HG2_00127	Carboxynorspermidine/carboxyspermidine decarboxylase
NODE_1_length_190549_cov_28.361801	CDS	148577	149491	+	F6HG2_00128	Lipoyl synthase
NODE_1_length_190549_cov_28.361801	CDS	149488	150129	+	F6HG2_00129	Octanoyltransferase
NODE_1_length_190549_cov_28.361801	CDS	150152	152254	+	F6HG2_00130	Dipeptidyl-peptidase 5
NODE_1_length_190549_cov_28.361801	CDS	152322	155207	-	F6HG2_00131	ATP-dependent helicase/deoxyribonuclease subunit B
NODE_1_length_190549_cov_28.361801	CDS	155627	158545	+	F6HG2_00132	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	158587	159429	+	F6HG2_00133	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	159986	160615	+	F6HG2_00134	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	160698	161132	+	F6HG2_00135	tRNA-specific adenosine deaminase
NODE_1_length_190549_cov_28.361801	CDS	161166	161876	+	F6HG2_00136	tRNA1(Val) (adenine(37)-N6)-methyltransferase
NODE_1_length_190549_cov_28.361801	CDS	161954	163072	-	F6HG2_00137	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NODE_1_length_190549_cov_28.361801	CDS	163114	163821	-	F6HG2_00138	tRNA pseudouridine synthase B
NODE_1_length_190549_cov_28.361801	CDS	163841	164650	-	F6HG2_00139	Undecaprenyl-diphosphatase
NODE_1_length_190549_cov_28.361801	CDS	164650	164871	-	F6HG2_00140	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	164888	165772	-	F6HG2_00141	Cell division protein FtsX
NODE_1_length_190549_cov_28.361801	CDS	166036	167895	-	F6HG2_00142	Glutamine-dependent NAD(+) synthetase
NODE_1_length_190549_cov_28.361801	CDS	168094	168729	-	F6HG2_00143	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	168745	169641	-	F6HG2_00144	tRNA dimethylallyltransferase
NODE_1_length_190549_cov_28.361801	CDS	169654	170214	-	F6HG2_00145	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	170509	174048	-	F6HG2_00146	Pyruvate synthase
NODE_1_length_190549_cov_28.361801	CDS	174475	175158	+	F6HG2_00147	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	175171	175650	+	F6HG2_00148	Dihydrofolate reductase
NODE_1_length_190549_cov_28.361801	CDS	175647	176264	+	F6HG2_00149	2-amino-4-deoxychorismate dehydrogenase
NODE_1_length_190549_cov_28.361801	CDS	176432	177271	+	F6HG2_00150	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	177323	178474	+	F6HG2_00151	1-deoxy-D-xylulose 5-phosphate reductoisomerase
NODE_1_length_190549_cov_28.361801	CDS	178495	179982	+	F6HG2_00152	Putative zinc metalloprotease
NODE_1_length_190549_cov_28.361801	CDS	180003	181907	+	F6HG2_00153	Energy-dependent translational throttle protein EttA
NODE_1_length_190549_cov_28.361801	CDS	182024	182839	+	F6HG2_00154	Orotidine 5'-phosphate decarboxylase
NODE_1_length_190549_cov_28.361801	CDS	182925	183554	+	F6HG2_00155	Orotate phosphoribosyltransferase
NODE_1_length_190549_cov_28.361801	CDS	183610	184656	+	F6HG2_00156	Aspartate carbamoyltransferase catalytic subunit
NODE_1_length_190549_cov_28.361801	CDS	185051	186349	+	F6HG2_00157	Adenylosuccinate lyase
NODE_1_length_190549_cov_28.361801	CDS	186389	187852	+	F6HG2_00158	Inosine-5'-monophosphate dehydrogenase
NODE_1_length_190549_cov_28.361801	CDS	187883	188230	+	F6HG2_00159	putative protein YjbR
NODE_1_length_190549_cov_28.361801	CDS	188363	189490	+	F6HG2_00160	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	189638	190546	+	F6HG2_00161	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	19	3534	+	F6HG2_00504	Pyruvate synthase
NODE_4_length_118685_cov_67.926039	CDS	3811	7917	-	F6HG2_00505	Sensor histidine kinase TodS
NODE_4_length_118685_cov_67.926039	CDS	8138	10027	+	F6HG2_00506	Alpha-1%2C3-galactosidase B
NODE_4_length_118685_cov_67.926039	CDS	10043	12313	+	F6HG2_00507	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	12561	13358	+	F6HG2_00508	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	15339	18008	+	F6HG2_00509	TonB-dependent receptor SusC
NODE_4_length_118685_cov_67.926039	CDS	18029	19825	+	F6HG2_00510	SusD-like protein
NODE_4_length_118685_cov_67.926039	CDS	19831	21525	+	F6HG2_00511	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	21550	21987	+	F6HG2_00512	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	22429	22893	+	F6HG2_00513	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	22965	23189	+	F6HG2_00514	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	23445	26576	+	F6HG2_00515	Protein oar
NODE_4_length_118685_cov_67.926039	CDS	26956	27315	+	F6HG2_00516	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	27513	30089	+	F6HG2_00517	TonB-dependent receptor SusC
NODE_4_length_118685_cov_67.926039	CDS	30108	31928	+	F6HG2_00518	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	32118	33317	+	F6HG2_00519	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
NODE_4_length_118685_cov_67.926039	CDS	33346	33489	+	F6HG2_00520	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	33470	34645	+	F6HG2_00521	NAD(P)H-quinone oxidoreductase subunit I%2C chloroplastic
NODE_4_length_118685_cov_67.926039	CDS	34684	35814	+	F6HG2_00522	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	36000	37748	+	F6HG2_00523	Phosphoglucomutase
NODE_4_length_118685_cov_67.926039	CDS	38101	40653	+	F6HG2_00524	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	40691	42403	+	F6HG2_00525	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	42424	44070	+	F6HG2_00526	Dipeptidase A
NODE_4_length_118685_cov_67.926039	CDS	44376	45923	+	F6HG2_00527	Arylsulfatase
NODE_4_length_118685_cov_67.926039	tRNA	45979	46052	-	F6HG2_00528	tRNA-Lys(ttt)
NODE_4_length_118685_cov_67.926039	CDS	46139	47281	-	F6HG2_00529	Putative transport protein
NODE_4_length_118685_cov_67.926039	CDS	47301	47882	-	F6HG2_00530	Thymidine kinase
NODE_4_length_118685_cov_67.926039	CDS	47983	49401	+	F6HG2_00531	D-alanyl-D-alanine carboxypeptidase DacC
NODE_4_length_118685_cov_67.926039	CDS	49452	50255	+	F6HG2_00532	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	50276	51004	+	F6HG2_00533	Ribosomal RNA small subunit methyltransferase I
NODE_4_length_118685_cov_67.926039	CDS	51028	51897	+	F6HG2_00534	Chromosome partition protein Smc
NODE_4_length_118685_cov_67.926039	CDS	51913	52605	+	F6HG2_00535	Pyrimidine 5'-nucleotidase YjjG
NODE_4_length_118685_cov_67.926039	CDS	52872	53906	+	F6HG2_00536	Aspartate--ammonia ligase
NODE_4_length_118685_cov_67.926039	CDS	54159	55967	+	F6HG2_00537	Putative multidrug export ATP-binding/permease protein
NODE_4_length_118685_cov_67.926039	CDS	56454	57650	+	F6HG2_00538	Carboxynorspermidine synthase
NODE_4_length_118685_cov_67.926039	CDS	57860	58945	+	F6HG2_00539	Aldose 1-epimerase
NODE_4_length_118685_cov_67.926039	CDS	58995	60281	+	F6HG2_00540	L-fucose-proton symporter
NODE_4_length_118685_cov_67.926039	CDS	60364	61512	+	F6HG2_00541	Galactokinase
NODE_4_length_118685_cov_67.926039	CDS	61695	63728	+	F6HG2_00542	Transketolase
NODE_4_length_118685_cov_67.926039	CDS	63869	64318	+	F6HG2_00543	Ribose-5-phosphate isomerase B
NODE_4_length_118685_cov_67.926039	CDS	64489	64941	+	F6HG2_00544	Peroxiredoxin Bcp
NODE_4_length_118685_cov_67.926039	CDS	64967	65989	+	F6HG2_00545	Protein RecA
NODE_4_length_118685_cov_67.926039	CDS	66282	66629	-	F6HG2_00546	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	66652	67092	-	F6HG2_00547	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	67158	67880	+	F6HG2_00548	Type III pantothenate kinase
NODE_4_length_118685_cov_67.926039	CDS	67873	69156	+	F6HG2_00549	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	69185	70546	+	F6HG2_00550	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	70665	71303	+	F6HG2_00551	Lipopolysaccharide export system protein LptC
NODE_4_length_118685_cov_67.926039	CDS	71303	72574	+	F6HG2_00552	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	72738	74861	+	F6HG2_00553	Peptidyl-prolyl cis-trans isomerase D
NODE_4_length_118685_cov_67.926039	CDS	74958	76007	+	F6HG2_00554	putative dual-specificity RNA methyltransferase RlmN
NODE_4_length_118685_cov_67.926039	CDS	76117	77145	+	F6HG2_00555	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	77155	78258	+	F6HG2_00556	D-threonate 4-phosphate dehydrogenase
NODE_4_length_118685_cov_67.926039	CDS	78260	78961	+	F6HG2_00557	Bifunctional IPC transferase and DIPP synthase
NODE_4_length_118685_cov_67.926039	CDS	78972	79847	+	F6HG2_00558	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	79844	80764	+	F6HG2_00559	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	80712	81740	+	F6HG2_00560	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	81737	82462	+	F6HG2_00561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
NODE_4_length_118685_cov_67.926039	CDS	82515	83789	+	F6HG2_00562	Nitric oxide reductase transcription regulator NorR2
NODE_4_length_118685_cov_67.926039	CDS	83804	84331	+	F6HG2_00563	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	84337	85119	+	F6HG2_00564	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	85121	85486	+	F6HG2_00565	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	85841	87331	-	F6HG2_00566	Multifunctional alkaline phosphatase superfamily protein
NODE_4_length_118685_cov_67.926039	CDS	87346	89367	-	F6HG2_00567	Non-reducing end beta-L-arabinofuranosidase
NODE_4_length_118685_cov_67.926039	CDS	89383	92568	-	F6HG2_00568	Beta-galactosidase
NODE_4_length_118685_cov_67.926039	CDS	92713	94062	-	F6HG2_00569	Arylsulfatase
NODE_4_length_118685_cov_67.926039	CDS	94066	97140	-	F6HG2_00570	Beta-galactosidase BoGH2A
NODE_4_length_118685_cov_67.926039	CDS	97141	98607	-	F6HG2_00571	Arylsulfatase
NODE_4_length_118685_cov_67.926039	CDS	99017	100384	-	F6HG2_00572	Iota-carrageenase
NODE_4_length_118685_cov_67.926039	CDS	100415	101860	-	F6HG2_00573	Arylsulfatase
NODE_4_length_118685_cov_67.926039	CDS	102187	105240	+	F6HG2_00574	TonB-dependent receptor SusC
NODE_4_length_118685_cov_67.926039	CDS	105280	107082	+	F6HG2_00575	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	107094	107993	+	F6HG2_00576	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	108153	109589	+	F6HG2_00577	Arylsulfatase
NODE_4_length_118685_cov_67.926039	CDS	109591	111015	+	F6HG2_00578	hypothetical protein
NODE_4_length_118685_cov_67.926039	CDS	111432	113759	+	F6HG2_00579	Beta-galactosidase
NODE_4_length_118685_cov_67.926039	CDS	113761	116679	+	F6HG2_00580	Lambda-carrageenase
NODE_4_length_118685_cov_67.926039	CDS	116697	118196	+	F6HG2_00581	Arylsulfatase
NODE_2_length_225322_cov_42.528031	CDS	202	954	+	F6HG3_00264	Teichoic acid translocation permease protein TagG
NODE_2_length_225322_cov_42.528031	CDS	1002	2258	+	F6HG3_00265	Teichoic acids export ATP-binding protein TagH
NODE_2_length_225322_cov_42.528031	CDS	2261	3076	+	F6HG3_00266	PGL/p-HBAD biosynthesis glycosyltransferase
NODE_2_length_225322_cov_42.528031	CDS	3083	4156	+	F6HG3_00267	GDP-mannose 4%2C6-dehydratase
NODE_2_length_225322_cov_42.528031	CDS	4156	5085	+	F6HG3_00268	GDP-L-fucose synthase
NODE_2_length_225322_cov_42.528031	CDS	5082	6254	+	F6HG3_00269	GDP-4-keto-6-deoxy-D-mannose-3-dehydratase / pyridoxamine-phosphate transaminase
NODE_2_length_225322_cov_42.528031	CDS	6268	7596	+	F6HG3_00270	Alginate biosynthesis protein AlgA
NODE_2_length_225322_cov_42.528031	CDS	7633	7977	+	F6HG3_00271	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	8142	9113	+	F6HG3_00272	putative glycosyltransferase EpsJ
NODE_2_length_225322_cov_42.528031	CDS	9110	10087	+	F6HG3_00273	putative glycosyltransferase EpsJ
NODE_2_length_225322_cov_42.528031	CDS	10096	11046	+	F6HG3_00274	putative glycosyltransferase EpsJ
NODE_2_length_225322_cov_42.528031	CDS	11031	11915	+	F6HG3_00275	SPBc2 prophage-derived glycosyltransferase SunS
NODE_2_length_225322_cov_42.528031	CDS	11974	12381	+	F6HG3_00276	TDP-4-oxo-6-deoxy-alpha-D-glucose-3%2C4-oxoisomerase
NODE_2_length_225322_cov_42.528031	CDS	12371	12781	+	F6HG3_00277	TDP-4-oxo-6-deoxy-alpha-D-glucose-3%2C4-oxoisomerase
NODE_2_length_225322_cov_42.528031	CDS	12778	13293	+	F6HG3_00278	dTDP-3-amino-3%2C6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
NODE_2_length_225322_cov_42.528031	CDS	13290	14390	+	F6HG3_00279	dTDP-3-amino-3%2C6-dideoxy-alpha-D-galactopyranose transaminase
NODE_2_length_225322_cov_42.528031	CDS	14399	15334	+	F6HG3_00280	putative glycosyltransferase
NODE_2_length_225322_cov_42.528031	CDS	15327	15716	+	F6HG3_00281	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	15723	17180	+	F6HG3_00282	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	17269	18225	+	F6HG3_00283	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	18218	19588	+	F6HG3_00284	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	19585	20517	+	F6HG3_00285	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
NODE_2_length_225322_cov_42.528031	CDS	20648	21181	+	F6HG3_00286	Maltose O-acetyltransferase
NODE_2_length_225322_cov_42.528031	CDS	21187	21411	+	F6HG3_00287	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	21415	22161	+	F6HG3_00288	3-oxoacyl-[acyl-carrier-protein] reductase FabG
NODE_2_length_225322_cov_42.528031	CDS	22168	23166	+	F6HG3_00289	3-oxoacyl-[acyl-carrier-protein] synthase 3
NODE_2_length_225322_cov_42.528031	CDS	23173	24267	+	F6HG3_00290	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	24267	25085	+	F6HG3_00291	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	25085	25771	+	F6HG3_00292	Acetoacetyl-CoA reductase
NODE_2_length_225322_cov_42.528031	CDS	25783	26373	+	F6HG3_00293	Galactoside O-acetyltransferase
NODE_2_length_225322_cov_42.528031	CDS	26380	27372	+	F6HG3_00294	3-oxoacyl-[acyl-carrier-protein] synthase 3
NODE_2_length_225322_cov_42.528031	CDS	27379	28293	+	F6HG3_00295	Peptidoglycan deacetylase
NODE_2_length_225322_cov_42.528031	CDS	28383	29369	-	F6HG3_00296	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	29375	29770	-	F6HG3_00297	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	30139	30438	-	F6HG3_00298	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	30787	30999	+	F6HG3_00299	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	31257	31577	+	F6HG3_00300	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	31831	32373	+	F6HG3_00301	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	32831	35458	-	F6HG3_00302	Valine--tRNA ligase
NODE_2_length_225322_cov_42.528031	CDS	35832	37076	-	F6HG3_00303	Beta-barrel assembly-enhancing protease
NODE_2_length_225322_cov_42.528031	CDS	37101	39650	-	F6HG3_00304	DNA gyrase subunit A
NODE_2_length_225322_cov_42.528031	CDS	39792	40256	-	F6HG3_00305	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	40967	41731	-	F6HG3_00306	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	41993	42781	-	F6HG3_00307	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	42795	43442	-	F6HG3_00308	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	43702	44385	+	F6HG3_00309	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
NODE_2_length_225322_cov_42.528031	CDS	44402	45007	+	F6HG3_00310	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	45031	45507	-	F6HG3_00311	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	45621	46397	+	F6HG3_00312	AMP nucleosidase
NODE_2_length_225322_cov_42.528031	CDS	46397	47428	+	F6HG3_00313	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	47430	48395	+	F6HG3_00314	Putative 2-hydroxyacid dehydrogenase
NODE_2_length_225322_cov_42.528031	CDS	48723	49370	+	F6HG3_00315	Ribulose-phosphate 3-epimerase
NODE_2_length_225322_cov_42.528031	CDS	49490	50113	-	F6HG3_00316	Outer-membrane lipoprotein carrier protein
NODE_2_length_225322_cov_42.528031	CDS	50170	52668	-	F6HG3_00317	DNA translocase SpoIIIE
NODE_2_length_225322_cov_42.528031	CDS	52987	53532	-	F6HG3_00318	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	53539	54327	-	F6HG3_00319	2-oxoglutarate oxidoreductase subunit KorB
NODE_2_length_225322_cov_42.528031	CDS	54341	55420	-	F6HG3_00320	2-oxoglutarate oxidoreductase subunit KorA
NODE_2_length_225322_cov_42.528031	CDS	55435	55656	-	F6HG3_00321	NAD(P)H-quinone oxidoreductase subunit I%2C chloroplastic
NODE_2_length_225322_cov_42.528031	CDS	56091	58289	+	F6HG3_00322	ATP-dependent DNA helicase RecQ
NODE_2_length_225322_cov_42.528031	CDS	58390	59637	+	F6HG3_00323	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	59733	61160	-	F6HG3_00324	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	61451	62314	+	F6HG3_00325	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	62318	62794	+	F6HG3_00326	Toxin-antitoxin biofilm protein TabA
NODE_2_length_225322_cov_42.528031	CDS	62842	64152	-	F6HG3_00327	DNA-damage-inducible protein F
NODE_2_length_225322_cov_42.528031	CDS	64149	64817	-	F6HG3_00328	Uracil-DNA glycosylase
NODE_2_length_225322_cov_42.528031	CDS	64821	66296	-	F6HG3_00329	Rod shape-determining protein RodA
NODE_2_length_225322_cov_42.528031	CDS	66280	68037	-	F6HG3_00330	Penicillin-binding protein 2
NODE_2_length_225322_cov_42.528031	CDS	68142	68639	-	F6HG3_00331	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	68642	69481	-	F6HG3_00332	Cell shape-determining protein MreC
NODE_2_length_225322_cov_42.528031	CDS	69568	70590	-	F6HG3_00333	Rod shape-determining protein MreB
NODE_2_length_225322_cov_42.528031	CDS	70681	72186	-	F6HG3_00334	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	72254	73273	-	F6HG3_00335	Holliday junction ATP-dependent DNA helicase RuvB
NODE_2_length_225322_cov_42.528031	CDS	73277	73987	-	F6HG3_00336	putative ABC transporter ATP-binding protein YxlF
NODE_2_length_225322_cov_42.528031	CDS	74148	75167	+	F6HG3_00337	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	75180	75632	+	F6HG3_00338	Ferric uptake regulation protein
NODE_2_length_225322_cov_42.528031	CDS	75695	76330	+	F6HG3_00339	Endonuclease III
NODE_2_length_225322_cov_42.528031	CDS	76455	78278	-	F6HG3_00340	hypothetical protein
NODE_2_length_225322_cov_42.528031	CDS	78579	80363	+	F6HG3_00341	Voltage-gated ClC-type chloride channel ClcB
NODE_2_length_225322_cov_42.528031	CDS	80540	82363	-	F6HG3_00342	DEAD-box ATP-dependent RNA helicase CshA
